time,V1,V2,V3,I_R,I_C,I_D1_res,I_D1_cap,I_D2_res,I_D2_cap,I_D3_res,I_D3_cap,I_D4_res,I_D4_cap
0.001083,-0.425358,3.546121,3.120762,3.120762e-03,3.469832e-01,-2.500000e-08,-1.412100e-09,3.501043e-01,-6.093215e-12,3.501043e-01,-6.093215e-12,-2.500000e-08,-1.412100e-09
0.001092,-0.425326,3.574965,3.149639,3.149639e-03,3.465199e-01,-2.500000e-08,-1.405394e-09,3.496699e-01,-6.149070e-12,3.496699e-01,-6.149070e-12,-2.500000e-08,-1.405394e-09
0.001100,-0.425294,3.603771,3.178477,3.178477e-03,3.460532e-01,-2.500000e-08,-1.398742e-09,3.492320e-01,-6.205052e-12,3.492320e-01,-6.205052e-12,-2.500000e-08,-1.398742e-09
0.001108,-0.425261,3.632536,3.207275,3.207275e-03,3.455831e-01,-2.500000e-08,-1.392143e-09,3.487907e-01,-6.261161e-12,3.487907e-01,-6.261161e-12,-2.500000e-08,-1.392143e-09
0.001117,-0.425228,3.661263,3.236034,3.236034e-03,3.451096e-01,-2.500000e-08,-1.385596e-09,3.483459e-01,-6.317399e-12,3.483459e-01,-6.317399e-12,-2.500000e-08,-1.385596e-09
0.001125,-0.425195,3.689949,3.264754,3.264754e-03,3.446327e-01,-2.500000e-08,-1.379100e-09,3.478978e-01,-6.373767e-12,3.478978e-01,-6.373767e-12,-2.500000e-08,-1.379100e-09
0.001133,-0.425161,3.718595,3.293433,3.293433e-03,3.441525e-01,-2.500000e-08,-1.372655e-09,3.474462e-01,-6.430267e-12,3.474462e-01,-6.430267e-12,-2.500000e-08,-1.372655e-09
0.001142,-0.425127,3.747200,3.322072,3.322072e-03,3.436689e-01,-2.500000e-08,-1.366259e-09,3.469913e-01,-6.486900e-12,3.469913e-01,-6.486900e-12,-2.500000e-08,-1.366259e-09
0.001150,-0.425093,3.775764,3.350671,3.350671e-03,3.431819e-01,-2.500000e-08,-1.359912e-09,3.465329e-01,-6.543668e-12,3.465329e-01,-6.543668e-12,-2.500000e-08,-1.359912e-09
0.001158,-0.425059,3.804287,3.379228,3.379228e-03,3.426915e-01,-2.500000e-08,-1.353612e-09,3.460711e-01,-6.600572e-12,3.460711e-01,-6.600572e-12,-2.500000e-08,-1.353612e-09
0.001167,-0.425024,3.832769,3.407745,3.407745e-03,3.421978e-01,-2.500000e-08,-1.347359e-09,3.456059e-01,-6.657615e-12,3.456059e-01,-6.657615e-12,-2.500000e-08,-1.347359e-09
0.001175,-0.424989,3.861209,3.436220,3.436220e-03,3.417008e-01,-2.500000e-08,-1.341152e-09,3.451373e-01,-6.714797e-12,3.451373e-01,-6.714797e-12,-2.500000e-08,-1.341152e-09
0.001183,-0.424954,3.889607,3.464653,3.464653e-03,3.412004e-01,-2.500000e-08,-1.334990e-09,3.446654e-01,-6.772120e-12,3.446654e-01,-6.772120e-12,-2.500000e-08,-1.334990e-09
0.001192,-0.424918,3.917963,3.493045,3.493045e-03,3.406966e-01,-2.500000e-08,-1.328872e-09,3.441900e-01,-6.829585e-12,3.441900e-01,-6.829585e-12,-2.500000e-08,-1.328872e-09
0.001200,-0.424882,3.946276,3.521394,3.521394e-03,3.401896e-01,-2.500000e-08,-1.322797e-09,3.437113e-01,-6.887195e-12,3.437113e-01,-6.887195e-12,-2.500000e-08,-1.322797e-09
0.001208,-0.424846,3.974546,3.549700,3.549700e-03,3.396792e-01,-2.500000e-08,-1.316765e-09,3.432292e-01,-6.944951e-12,3.432292e-01,-6.944951e-12,-2.500000e-08,-1.316765e-09
0.001217,-0.424809,4.002773,3.577964,3.577964e-03,3.391654e-01,-2.500000e-08,-1.310776e-09,3.427438e-01,-7.002855e-12,3.427438e-01,-7.002855e-12,-2.500000e-08,-1.310776e-09
0.001225,-0.424772,4.030957,3.606185,3.606185e-03,3.386484e-01,-2.500000e-08,-1.304827e-09,3.422550e-01,-7.060907e-12,3.422550e-01,-7.060907e-12,-2.500000e-08,-1.304827e-09
0.001233,-0.424735,4.059097,3.634362,3.634362e-03,3.381280e-01,-2.500000e-08,-1.298919e-09,3.417628e-01,-7.119111e-12,3.417628e-01,-7.119111e-12,-2.500000e-08,-1.298919e-09
0.001242,-0.424697,4.087193,3.662496,3.662496e-03,3.376044e-01,-2.500000e-08,-1.293050e-09,3.412673e-01,-7.177467e-12,3.412673e-01,-7.177467e-12,-2.500000e-08,-1.293050e-09
0.001250,-0.424660,4.115245,3.690586,3.690586e-03,3.370774e-01,-2.500000e-08,-1.287221e-09,3.407684e-01,-7.235977e-12,3.407684e-01,-7.235977e-12,-2.500000e-08,-1.287221e-09
0.001258,-0.424621,4.143253,3.718631,3.718631e-03,3.365471e-01,-2.500000e-08,-1.281430e-09,3.402662e-01,-7.294643e-12,3.402662e-01,-7.294643e-12,-2.500000e-08,-1.281430e-09
0.001267,-0.424583,4.171216,3.746633,3.746633e-03,3.360136e-01,-2.500000e-08,-1.275677e-09,3.397606e-01,-7.353467e-12,3.397606e-01,-7.353467e-12,-2.500000e-08,-1.275677e-09
0.001275,-0.424544,4.199133,3.774589,3.774589e-03,3.354768e-01,-2.500000e-08,-1.269961e-09,3.392518e-01,-7.412450e-12,3.392518e-01,-7.412450e-12,-2.500000e-08,-1.269961e-09
0.001283,-0.424505,4.227006,3.802500,3.802500e-03,3.349366e-01,-2.500000e-08,-1.264282e-09,3.387395e-01,-7.471594e-12,3.387395e-01,-7.471594e-12,-2.500000e-08,-1.264282e-09
0.001292,-0.424466,4.254832,3.830366,3.830366e-03,3.343932e-01,-2.500000e-08,-1.258638e-09,3.382240e-01,-7.530901e-12,3.382240e-01,-7.530901e-12,-2.500000e-08,-1.258638e-09
0.001300,-0.424426,4.282613,3.858187,3.858187e-03,3.338466e-01,-2.500000e-08,-1.253030e-09,3.377052e-01,-7.590373e-12,3.377052e-01,-7.590373e-12,-2.500000e-08,-1.253030e-09
0.001308,-0.424386,4.310348,3.885962,3.885962e-03,3.332966e-01,-2.500000e-08,-1.247457e-09,3.371830e-01,-7.650011e-12,3.371830e-01,-7.650011e-12,-2.500000e-08,-1.247457e-09
0.001317,-0.424346,4.338036,3.913690,3.913690e-03,3.327435e-01,-2.500000e-08,-1.241917e-09,3.366576e-01,-7.709817e-12,3.366576e-01,-7.709817e-12,-2.500000e-08,-1.241917e-09
0.001325,-0.424305,4.365678,3.941373,3.941373e-03,3.321870e-01,-2.500000e-08,-1.236412e-09,3.361288e-01,-7.769794e-12,3.361288e-01,-7.769794e-12,-2.500000e-08,-1.236412e-09
0.001333,-0.424264,4.393272,3.969008,3.969008e-03,3.316273e-01,-2.500000e-08,-1.230939e-09,3.355968e-01,-7.829943e-12,3.355968e-01,-7.829943e-12,-2.500000e-08,-1.230939e-09
0.001342,-0.424223,4.420820,3.996597,3.996597e-03,3.310644e-01,-2.500000e-08,-1.225499e-09,3.350615e-01,-7.890265e-12,3.350615e-01,-7.890265e-12,-2.500000e-08,-1.225499e-09
0.001350,-0.424181,4.448320,4.024138,4.024138e-03,3.304983e-01,-2.500000e-08,-1.220091e-09,3.345229e-01,-7.950763e-12,3.345229e-01,-7.950763e-12,-2.500000e-08,-1.220091e-09
0.001358,-0.424140,4.475772,4.051632,4.051632e-03,3.299289e-01,-2.500000e-08,-1.214714e-09,3.339810e-01,-8.011439e-12,3.339810e-01,-8.011439e-12,-2.500000e-08,-1.214714e-09
0.001367,-0.424097,4.503176,4.079079,4.079079e-03,3.293563e-01,-2.500000e-08,-1.209369e-09,3.334358e-01,-8.072294e-12,3.334358e-01,-8.072294e-12,-2.500000e-08,-1.209369e-09
0.001375,-0.424055,4.530532,4.106477,4.106477e-03,3.287805e-01,-2.500000e-08,-1.204053e-09,3.328874e-01,-8.133330e-12,3.328874e-01,-8.133330e-12,-2.500000e-08,-1.204053e-09
0.001383,-0.424012,4.557839,4.133827,4.133827e-03,3.282014e-01,-2.500000e-08,-1.198768e-09,3.323357e-01,-8.194551e-12,3.323357e-01,-8.194551e-12,-2.500000e-08,-1.198768e-09
0.001392,-0.423969,4.585098,4.161129,4.161129e-03,3.276192e-01,-2.500000e-08,-1.193513e-09,3.317808e-01,-8.255956e-12,3.317808e-01,-8.255956e-12,-2.500000e-08,-1.193513e-09
0.001400,-0.423925,4.612307,4.188382,4.188382e-03,3.270338e-01,-2.500000e-08,-1.188286e-09,3.312226e-01,-8.317549e-12,3.312226e-01,-8.317549e-12,-2.500000e-08,-1.188286e-09
0.001408,-0.423881,4.639467,4.215585,4.215585e-03,3.264451e-01,-2.500000e-08,-1.183088e-09,3.306612e-01,-8.379331e-12,3.306612e-01,-8.379331e-12,-2.500000e-08,-1.183088e-09
0.001417,-0.423837,4.666577,4.242740,4.242740e-03,3.258533e-01,-2.500000e-08,-1.177918e-09,3.300966e-01,-8.441305e-12,3.300966e-01,-8.441305e-12,-2.500000e-08,-1.177918e-09
0.001425,-0.423793,4.693637,4.269845,4.269845e-03,3.252583e-01,-2.500000e-08,-1.172776e-09,3.295287e-01,-8.503472e-12,3.295287e-01,-8.503472e-12,-2.500000e-08,-1.172776e-09
0.001433,-0.423748,4.720648,4.296900,4.296900e-03,3.246602e-01,-2.500000e-08,-1.167661e-09,3.289576e-01,-8.565835e-12,3.289576e-01,-8.565835e-12,-2.500000e-08,-1.167661e-09
0.001442,-0.423703,4.747607,4.323905,4.323905e-03,3.240588e-01,-2.500000e-08,-1.162573e-09,3.283833e-01,-8.628395e-12,3.283833e-01,-8.628395e-12,-2.500000e-08,-1.162573e-09
0.001450,-0.423657,4.774516,4.350859,4.350859e-03,3.234544e-01,-2.500000e-08,-1.157512e-09,3.278058e-01,-8.691156e-12,3.278058e-01,-8.691156e-12,-2.500000e-08,-1.157512e-09
0.001458,-0.423611,4.801374,4.377763,4.377763e-03,3.228467e-01,-2.500000e-08,-1.152476e-09,3.272250e-01,-8.754118e-12,3.272250e-01,-8.754118e-12,-2.500000e-08,-1.152476e-09
0.001467,-0.423565,4.828181,4.404616,4.404616e-03,3.222359e-01,-2.500000e-08,-1.147466e-09,3.266411e-01,-8.817284e-12,3.266411e-01,-8.817284e-12,-2.500000e-08,-1.147466e-09
0.001475,-0.423519,4.854937,4.431418,4.431418e-03,3.216220e-01,-2.500000e-08,-1.142482e-09,3.260540e-01,-8.880656e-12,3.260540e-01,-8.880656e-12,-2.500000e-08,-1.142482e-09
0.001483,-0.423472,4.881640,4.458168,4.458168e-03,3.210049e-01,-2.500000e-08,-1.137522e-09,3.254636e-01,-8.944237e-12,3.254636e-01,-8.944237e-12,-2.500000e-08,-1.137522e-09
0.001492,-0.423425,4.908292,4.484867,4.484867e-03,3.203847e-01,-2.500000e-08,-1.132587e-09,3.248702e-01,-9.008029e-12,3.248702e-01,-9.008029e-12,-2.500000e-08,-1.132587e-09
0.001500,-0.423377,4.934891,4.511514,4.511514e-03,3.197614e-01,-2.500000e-08,-1.127677e-09,3.242735e-01,-9.072034e-12,3.242735e-01,-9.072034e-12,-2.500000e-08,-1.127677e-09
0.001508,-0.423329,4.961438,4.538108,4.538108e-03,3.191350e-01,-2.500000e-08,-1.122790e-09,3.236737e-01,-9.136253e-12,3.236737e-01,-9.136253e-12,-2.500000e-08,-1.122790e-09
0.001517,-0.423281,4.987932,4.564651,4.564651e-03,3.185054e-01,-2.500000e-08,-1.117926e-09,3.230707e-01,-9.200691e-12,3.230707e-01,-9.200691e-12,-2.500000e-08,-1.117926e-09
0.001525,-0.423232,5.014372,4.591140,4.591140e-03,3.178728e-01,-2.500000e-08,-1.113086e-09,3.224645e-01,-9.265348e-12,3.224645e-01,-9.265348e-12,-2.500000e-08,-1.113086e-09
0.001533,-0.423184,5.040760,4.617576,4.617576e-03,3.172370e-01,-2.500000e-08,-1.108268e-09,3.218552e-01,-9.330227e-12,3.218552e-01,-9.330227e-12,-2.500000e-08,-1.108268e-09
0.001542,-0.423134,5.067094,4.643960,4.643960e-03,3.165982e-01,-2.500000e-08,-1.103473e-09,3.212428e-01,-9.395331e-12,3.212428e-01,-9.395331e-12,-2.500000e-08,-1.103473e-09
0.001550,-0.423085,5.093374,4.670289,4.670289e-03,3.159563e-01,-2.500000e-08,-1.098699e-09,3.206272e-01,-9.460661e-12,3.206272e-01,-9.460661e-12,-2.500000e-08,-1.098699e-09
0.001558,-0.423035,5.119600,4.696565,4.696565e-03,3.153113e-01,-2.500000e-08,-1.093948e-09,3.200085e-01,-9.526222e-12,3.200085e-01,-9.526222e-12,-2.500000e-08,-1.093948e-09
0.001567,-0.422985,5.145772,4.722787,4.722787e-03,3.146632e-01,-2.500000e-08,-1.089218e-09,3.193867e-01,-9.592013e-12,3.193867e-01,-9.592013e-12,-2.500000e-08,-1.089218e-09
0.001575,-0.422934,5.171889,4.748955,4.748955e-03,3.140121e-01,-2.500000e-08,-1.084510e-09,3.187617e-01,-9.658040e-12,3.187617e-01,-9.658040e-12,-2.500000e-08,-1.084510e-09
0.001583,-0.422883,5.197951,4.775068,4.775068e-03,3.133579e-01,-2.500000e-08,-1.079822e-09,3.181337e-01,-9.724302e-12,3.181337e-01,-9.724302e-12,-2.500000e-08,-1.079822e-09
0.001592,-0.422832,5.223958,4.801126,4.801126e-03,3.127007e-01,-2.500000e-08,-1.075155e-09,3.175025e-01,-9.790805e-12,3.175025e-01,-9.790805e-12,-2.500000e-08,-1.075155e-09
0.001600,-0.422780,5.249910,4.827130,4.827130e-03,3.120405e-01,-2.500000e-08,-1.070508e-09,3.168682e-01,-9.857549e-12,3.168682e-01,-9.857549e-12,-2.500000e-08,-1.070508e-09
0.001608,-0.422728,5.275806,4.853078,4.853078e-03,3.113772e-01,-2.500000e-08,-1.065881e-09,3.162309e-01,-9.924537e-12,3.162309e-01,-9.924537e-12,-2.500000e-08,-1.065881e-09
0.001617,-0.422675,5.301646,4.878970,4.878970e-03,3.107108e-01,-2.500000e-08,-1.061274e-09,3.155905e-01,-9.991773e-12,3.155905e-01,-9.991773e-12,-2.500000e-08,-1.061274e-09
0.001625,-0.422623,5.327430,4.904807,4.904807e-03,3.100415e-01,-2.500000e-08,-1.056686e-09,3.149470e-01,-1.005926e-11,3.149470e-01,-1.005926e-11,-2.500000e-08,-1.056686e-09
0.001633,-0.422570,5.353157,4.930588,4.930588e-03,3.093691e-01,-2.500000e-08,-1.052117e-09,3.143004e-01,-1.012700e-11,3.143004e-01,-1.012700e-11,-2.500000e-08,-1.052117e-09
0.001642,-0.422516,5.378828,4.956312,4.956312e-03,3.086938e-01,-2.500000e-08,-1.047567e-09,3.136508e-01,-1.019499e-11,3.136508e-01,-1.019499e-11,-2.500000e-08,-1.047567e-09
0.001650,-0.422462,5.404443,4.981980,4.981980e-03,3.080154e-01,-2.500000e-08,-1.043036e-09,3.129981e-01,-1.026324e-11,3.129981e-01,-1.026324e-11,-2.500000e-08,-1.043036e-09
0.001658,-0.422408,5.430000,5.007592,5.007592e-03,3.073340e-01,-2.500000e-08,-1.038524e-09,3.123423e-01,-1.033175e-11,3.123423e-01,-1.033175e-11,-2.500000e-08,-1.038524e-09
0.001667,-0.422353,5.455499,5.033146,5.033146e-03,3.066497e-01,-2.500000e-08,-1.034029e-09,3.116836e-01,-1.040052e-11,3.116836e-01,-1.040052e-11,-2.500000e-08,-1.034029e-09
0.001675,-0.422298,5.480941,5.058643,5.058643e-03,3.059624e-01,-2.500000e-08,-1.029552e-09,3.110217e-01,-1.046956e-11,3.110217e-01,-1.046956e-11,-2.500000e-08,-1.029552e-09
0.001683,-0.422243,5.506325,5.084082,5.084082e-03,3.052721e-01,-2.500000e-08,-1.025093e-09,3.103569e-01,-1.053887e-11,3.103569e-01,-1.053887e-11,-2.500000e-08,-1.025093e-09
0.001692,-0.422187,5.531651,5.109463,5.109463e-03,3.045788e-01,-2.500000e-08,-1.020652e-09,3.096890e-01,-1.060845e-11,3.096890e-01,-1.060845e-11,-2.500000e-08,-1.020652e-09
0.001700,-0.422131,5.556918,5.134787,5.134787e-03,3.038826e-01,-2.500000e-08,-1.016227e-09,3.090182e-01,-1.067831e-11,3.090182e-01,-1.067831e-11,-2.500000e-08,-1.016227e-09
0.001708,-0.422075,5.582127,5.160052,5.160052e-03,3.031835e-01,-2.500000e-08,-1.011820e-09,3.083443e-01,-1.074844e-11,3.083443e-01,-1.074844e-11,-2.500000e-08,-1.011820e-09
0.001717,-0.422018,5.607277,5.185259,5.185259e-03,3.024814e-01,-2.500000e-08,-1.007429e-09,3.076674e-01,-1.081886e-11,3.076674e-01,-1.081886e-11,-2.500000e-08,-1.007429e-09
0.001725,-0.421961,5.632368,5.210407,5.210407e-03,3.017763e-01,-2.500000e-08,-1.003055e-09,3.069875e-01,-1.088956e-11,3.069875e-01,-1.088956e-11,-2.500000e-08,-1.003055e-09
0.001733,-0.421903,5.657400,5.235496,5.235496e-03,3.010684e-01,-2.500000e-08,-9.986964e-10,3.063047e-01,-1.096054e-11,3.063047e-01,-1.096054e-11,-2.500000e-08,-9.986964e-10
0.001742,-0.421845,5.682371,5.260526,5.260526e-03,3.003575e-01,-2.500000e-08,-9.943544e-10,3.056188e-01,-1.103181e-11,3.056188e-01,-1.103181e-11,-2.500000e-08,-9.943544e-10
0.001750,-0.421787,5.707283,5.285496,5.285496e-03,2.996437e-01,-2.500000e-08,-9.900281e-10,3.049300e-01,-1.110338e-11,3.049300e-01,-1.110338e-11,-2.500000e-08,-9.900281e-10
0.001758,-0.421728,5.732135,5.310407,5.310407e-03,2.989270e-01,-2.500000e-08,-9.857175e-10,3.042383e-01,-1.117525e-11,3.042383e-01,-1.117525e-11,-2.500000e-08,-9.857175e-10
0.001767,-0.421669,5.756927,5.335257,5.335257e-03,2.982074e-01,-2.500000e-08,-9.814223e-10,3.035435e-01,-1.124741e-11,3.035435e-01,-1.124741e-11,-2.500000e-08,-9.814223e-10
0.001775,-0.421610,5.781658,5.360048,5.360048e-03,2.974850e-01,-2.500000e-08,-9.771423e-10,3.028459e-01,-1.131988e-11,3.028459e-01,-1.131988e-11,-2.500000e-08,-9.771423e-10
0.001783,-0.421550,5.806328,5.384778,5.384778e-03,2.967596e-01,-2.500000e-08,-9.728773e-10,3.021452e-01,-1.139265e-11,3.021452e-01,-1.139265e-11,-2.500000e-08,-9.728773e-10
0.001792,-0.421490,5.830937,5.409447,5.409447e-03,2.960314e-01,-2.500000e-08,-9.686271e-10,3.014417e-01,-1.146573e-11,3.014417e-01,-1.146573e-11,-2.500000e-08,-9.686271e-10
0.001800,-0.421429,5.855485,5.434055,5.434055e-03,2.953003e-01,-2.500000e-08,-9.643916e-10,3.007352e-01,-1.153912e-11,3.007352e-01,-1.153912e-11,-2.500000e-08,-9.643916e-10
0.001808,-0.421368,5.879971,5.458603,5.458603e-03,2.945664e-01,-2.500000e-08,-9.601704e-10,3.000258e-01,-1.161283e-11,3.000258e-01,-1.161283e-11,-2.500000e-08,-9.601704e-10
0.001817,-0.421307,5.904395,5.483088,5.483088e-03,2.938296e-01,-2.500000e-08,-9.559635e-10,2.993135e-01,-1.168686e-11,2.993135e-01,-1.168686e-11,-2.500000e-08,-9.559635e-10
0.001825,-0.421245,5.928757,5.507513,5.507513e-03,2.930899e-01,-2.500000e-08,-9.517707e-10,2.985983e-01,-1.176121e-11,2.985983e-01,-1.176121e-11,-2.500000e-08,-9.517707e-10
0.001833,-0.421182,5.953057,5.531875,5.531875e-03,2.923474e-01,-2.500000e-08,-9.475918e-10,2.978802e-01,-1.183589e-11,2.978802e-01,-1.183589e-11,-2.500000e-08,-9.475918e-10
0.001842,-0.421120,5.977295,5.556175,5.556175e-03,2.916021e-01,-2.500000e-08,-9.434265e-10,2.971592e-01,-1.191090e-11,2.971592e-01,-1.191090e-11,-2.500000e-08,-9.434265e-10
0.001850,-0.421057,6.001470,5.580413,5.580413e-03,2.908540e-01,-2.500000e-08,-9.392748e-10,2.964353e-01,-1.198624e-11,2.964353e-01,-1.198624e-11,-2.500000e-08,-9.392748e-10
0.001858,-0.420993,6.025582,5.604588,5.604588e-03,2.901031e-01,-2.500000e-08,-9.351364e-10,2.957086e-01,-1.206192e-11,2.957086e-01,-1.206192e-11,-2.500000e-08,-9.351364e-10
0.001867,-0.420929,6.049630,5.628701,5.628701e-03,2.893494e-01,-2.500000e-08,-9.310113e-10,2.949790e-01,-1.213794e-11,2.949790e-01,-1.213794e-11,-2.500000e-08,-9.310113e-10
0.001875,-0.420865,6.073615,5.652750,5.652750e-03,2.885928e-01,-2.500000e-08,-9.268991e-10,2.942465e-01,-1.221431e-11,2.942465e-01,-1.221431e-11,-2.500000e-08,-9.268991e-10
0.001883,-0.420801,6.097537,5.676736,5.676736e-03,2.878335e-01,-2.500000e-08,-9.227998e-10,2.935112e-01,-1.229102e-11,2.935112e-01,-1.229102e-11,-2.500000e-08,-9.227998e-10
0.001892,-0.420735,6.121394,5.700659,5.700659e-03,2.870715e-01,-2.500000e-08,-9.187132e-10,2.927731e-01,-1.236809e-11,2.927731e-01,-1.236809e-11,-2.500000e-08,-9.187132e-10
0.001900,-0.420670,6.145188,5.724518,5.724518e-03,2.863066e-01,-2.500000e-08,-9.146391e-10,2.920321e-01,-1.244551e-11,2.920321e-01,-1.244551e-11,-2.500000e-08,-9.146391e-10
0.001908,-0.420604,6.168917,5.748313,5.748313e-03,2.855390e-01,-2.500000e-08,-9.105774e-10,2.912883e-01,-1.252329e-11,2.912883e-01,-1.252329e-11,-2.500000e-08,-9.105774e-10
0.001917,-0.420538,6.192581,5.772043,5.772043e-03,2.847686e-01,-2.500000e-08,-9.065279e-10,2.905416e-01,-1.260144e-11,2.905416e-01,-1.260144e-11,-2.500000e-08,-9.065279e-10
0.001925,-0.420471,6.216181,5.795710,5.795710e-03,2.839955e-01,-2.500000e-08,-9.024904e-10,2.897922e-01,-1.267995e-11,2.897922e-01,-1.267995e-11,-2.500000e-08,-9.024904e-10
0.001933,-0.420404,6.239715,5.819311,5.819311e-03,2.832196e-01,-2.500000e-08,-8.984649e-10,2.890400e-01,-1.275884e-11,2.890400e-01,-1.275884e-11,-2.500000e-08,-8.984649e-10
0.001942,-0.420336,6.263184,5.842848,5.842848e-03,2.824411e-01,-2.500000e-08,-8.944512e-10,2.882849e-01,-1.283810e-11,2.882849e-01,-1.283810e-11,-2.500000e-08,-8.944512e-10
0.001950,-0.420268,6.286588,5.866320,5.866320e-03,2.816598e-01,-2.500000e-08,-8.904491e-10,2.875271e-01,-1.291775e-11,2.875271e-01,-1.291775e-11,-2.500000e-08,-8.904491e-10
0.001958,-0.420200,6.309926,5.889726,5.889726e-03,2.808758e-01,-2.500000e-08,-8.864585e-10,2.867665e-01,-1.299778e-11,2.867665e-01,-1.299778e-11,-2.500000e-08,-8.864585e-10
0.001967,-0.420131,6.333197,5.913067,5.913067e-03,2.800890e-01,-2.500000e-08,-8.824792e-10,2.860031e-01,-1.307820e-11,2.860031e-01,-1.307820e-11,-2.500000e-08,-8.824792e-10
0.001975,-0.420061,6.356403,5.936342,5.936342e-03,2.792996e-01,-2.500000e-08,-8.785111e-10,2.852370e-01,-1.315901e-11,2.852370e-01,-1.315901e-11,-2.500000e-08,-8.785111e-10
0.001983,-0.419992,6.379542,5.959551,5.959551e-03,2.785075e-01,-2.500000e-08,-8.745541e-10,2.844682e-01,-1.324022e-11,2.844682e-01,-1.324022e-11,-2.500000e-08,-8.745541e-10
0.001992,-0.419921,6.402615,5.982693,5.982693e-03,2.777128e-01,-2.500000e-08,-8.706080e-10,2.836965e-01,-1.332183e-11,2.836965e-01,-1.332183e-11,-2.500000e-08,-8.706080e-10
0.002000,-0.419851,6.425620,6.005770,6.005770e-03,2.769153e-01,-2.500000e-08,-8.666727e-10,2.829222e-01,-1.340385e-11,2.829222e-01,-1.340385e-11,-2.500000e-08,-8.666727e-10
0.002008,-0.419780,6.448559,6.028779,6.028779e-03,2.761152e-01,-2.500000e-08,-8.627481e-10,2.821451e-01,-1.348629e-11,2.821451e-01,-1.348629e-11,-2.500000e-08,-8.627481e-10
0.002017,-0.419708,6.471430,6.051722,6.051722e-03,2.753125e-01,-2.500000e-08,-8.588340e-10,2.813653e-01,-1.356913e-11,2.813653e-01,-1.356913e-11,-2.500000e-08,-8.588340e-10
0.002025,-0.419636,6.494234,6.074598,6.074598e-03,2.745071e-01,-2.500000e-08,-8.549304e-10,2.805828e-01,-1.365240e-11,2.805828e-01,-1.365240e-11,-2.500000e-08,-8.549304e-10
0.002033,-0.419564,6.516969,6.097406,6.097406e-03,2.736990e-01,-2.500000e-08,-8.510370e-10,2.797976e-01,-1.373610e-11,2.797976e-01,-1.373610e-11,-2.500000e-08,-8.510370e-10
0.002042,-0.419491,6.539637,6.120147,6.120147e-03,2.728884e-01,-2.500000e-08,-8.471538e-10,2.790097e-01,-1.382022e-11,2.790097e-01,-1.382022e-11,-2.500000e-08,-8.471538e-10
0.002050,-0.419417,6.562237,6.142819,6.142819e-03,2.720751e-01,-2.500000e-08,-8.432807e-10,2.782191e-01,-1.390479e-11,2.782191e-01,-1.390479e-11,-2.500000e-08,-8.432807e-10
0.002058,-0.419344,6.584768,6.165424,6.165424e-03,2.712592e-01,-2.500000e-08,-8.394174e-10,2.774258e-01,-1.398979e-11,2.774258e-01,-1.398979e-11,-2.500000e-08,-8.394174e-10
0.002067,-0.419269,6.607230,6.187961,6.187961e-03,2.704408e-01,-2.500000e-08,-8.355640e-10,2.766299e-01,-1.407524e-11,2.766299e-01,-1.407524e-11,-2.500000e-08,-8.355640e-10
0.002075,-0.419195,6.629624,6.210429,6.210429e-03,2.696197e-01,-2.500000e-08,-8.317203e-10,2.758313e-01,-1.416114e-11,2.758313e-01,-1.416114e-11,-2.500000e-08,-8.317203e-10
0.002083,-0.419119,6.651948,6.232829,6.232829e-03,2.687960e-01,-2.500000e-08,-8.278861e-10,2.750301e-01,-1.424749e-11,2.750301e-01,-1.424749e-11,-2.500000e-08,-8.278861e-10
0.002092,-0.419044,6.674204,6.255160,6.255160e-03,2.679698e-01,-2.500000e-08,-8.240614e-10,2.742262e-01,-1.433431e-11,2.742262e-01,-1.433431e-11,-2.500000e-08,-8.240614e-10
0.002100,-0.418968,6.696389,6.277422,6.277422e-03,2.671410e-01,-2.500000e-08,-8.202461e-10,2.734197e-01,-1.442159e-11,2.734197e-01,-1.442159e-11,-2.500000e-08,-8.202461e-10
0.002108,-0.418891,6.718505,6.299614,6.299614e-03,2.663097e-01,-2.500000e-08,-8.164400e-10,2.726105e-01,-1.450935e-11,2.726105e-01,-1.450935e-11,-2.500000e-08,-8.164400e-10
0.002117,-0.418814,6.740551,6.321737,6.321737e-03,2.654758e-01,-2.500000e-08,-8.126430e-10,2.717988e-01,-1.459758e-11,2.717988e-01,-1.459758e-11,-2.500000e-08,-8.126430e-10
0.002125,-0.418736,6.762527,6.343790,6.343790e-03,2.646394e-01,-2.500000e-08,-8.088551e-10,2.709844e-01,-1.468630e-11,2.709844e-01,-1.468630e-11,-2.500000e-08,-8.088551e-10
0.002133,-0.418658,6.784432,6.365774,6.365774e-03,2.638004e-01,-2.500000e-08,-8.050761e-10,2.701675e-01,-1.477550e-11,2.701675e-01,-1.477550e-11,-2.500000e-08,-8.050761e-10
0.002142,-0.418580,6.806267,6.387687,6.387687e-03,2.629590e-01,-2.500000e-08,-8.013059e-10,2.693479e-01,-1.486520e-11,2.693479e-01,-1.486520e-11,-2.500000e-08,-8.013059e-10
0.002150,-0.418501,6.828031,6.409530,6.409530e-03,2.621150e-01,-2.500000e-08,-7.975444e-10,2.685258e-01,-1.495540e-11,2.685258e-01,-1.495540e-11,-2.500000e-08,-7.975444e-10
0.002158,-0.418421,6.849723,6.431302,6.431302e-03,2.612685e-01,-2.500000e-08,-7.937916e-10,2.677011e-01,-1.504611e-11,2.677011e-01,-1.504611e-11,-2.500000e-08,-7.937916e-10
